C_MB,Delta0,Delta_min,L,Q_adiabatic,Q_real_time,U,charge_tolerance,chern_checkpoint,chern_grid,coarse_charge,coarse_time_steps,delta0,final_ground_state_fidelity,index,maximum_norm_error,pair_index,period,static_result,t,time_step_charge_error,time_step_refinements,time_steps
2.0,3.0,0.5933254344706711,8,2.0000000000000004,0.05785464274383776,-12.0,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0003_U_neg12d000000_t_p0d500000_N10.npz,20,0.05816502362621054,200,0.9,0.22867602491303912,10,3.497202527569243e-14,3,10.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0003_U_neg12d000000_t_p0d500000.npz,0.5,0.000310380882372778,1,400
2.0,3.0,0.5933254344706711,8,2.0000000000000004,0.36816669112515504,-12.0,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0003_U_neg12d000000_t_p0d500000_N10.npz,20,0.3686194686856318,1000,0.9,0.1468575355143083,11,1.6797674362578618e-13,3,50.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0003_U_neg12d000000_t_p0d500000.npz,0.5,0.0004527775604767359,1,2000
2.0,3.0,0.8406887322276049,8,1.9999999999999998,0.0897428590366706,-8.0,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0004_U_neg8d000000_t_p0d500000_N10.npz,20,0.09023947274954168,40,0.9,0.16947461877812484,12,1.9984014443252818e-15,4,2.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0004_U_neg8d000000_t_p0d500000.npz,0.5,0.0004966137128710746,1,80
2.0,3.0,0.8406887322276049,8,1.9999999999999998,0.11886986313196878,-8.0,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0004_U_neg8d000000_t_p0d500000_N10.npz,20,0.11940040271180329,200,0.9,0.10755516375341173,13,3.1086244689504383e-15,4,10.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0004_U_neg8d000000_t_p0d500000.npz,0.5,0.0005305395798345103,1,400
2.0,3.0,0.8406887322276049,8,1.9999999999999998,0.7372826610030566,-8.0,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0004_U_neg8d000000_t_p0d500000_N10.npz,20,0.7379934340010449,1000,0.9,0.08706690843180001,14,1.4210854715202004e-14,4,50.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0004_U_neg8d000000_t_p0d500000.npz,0.5,0.0007107729979882738,1,2000
2.0,3.0,1.0462066622489772,8,2.0,0.05358801849537392,-6.0,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0005_U_neg6d000000_t_p0d500000_N10.npz,20,0.054430252002327546,40,0.9,0.022163735345038977,15,6.8833827526759706e-15,5,2.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0005_U_neg6d000000_t_p0d500000.npz,0.5,0.0008422335069536296,1,80
2.0,3.0,1.0462066622489772,8,2.0,0.6079185408058894,-6.0,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0005_U_neg6d000000_t_p0d500000_N10.npz,20,0.6087309611961927,200,0.9,0.01685675073686507,16,3.574918139293004e-14,5,10.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0005_U_neg6d000000_t_p0d500000.npz,0.5,0.0008124203903033811,1,400
2.0,3.0,1.0462066622489772,8,2.0,1.1730736221032099,-6.0,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0005_U_neg6d000000_t_p0d500000_N10.npz,20,1.1741892728634384,1000,0.9,0.04825916712815371,17,1.7719159473017498e-13,5,50.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0005_U_neg6d000000_t_p0d500000.npz,0.5,0.0011156507602285703,1,2000
2.0,3.0,1.3454642443979417,8,1.9999999999999998,0.16819914166667801,-4.0,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0006_U_neg4d000000_t_p0d500000_N10.npz,20,0.16941443049105695,40,0.9,0.08326337200045088,18,1.5543122344752192e-15,6,2.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0006_U_neg4d000000_t_p0d500000.npz,0.5,0.001215288824378935,1,80
2.0,3.0,1.3454642443979417,8,1.9999999999999998,0.8220294024832151,-4.0,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0006_U_neg4d000000_t_p0d500000_N10.npz,20,0.8232515982620294,200,0.9,0.0015354923277562831,19,7.771561172376096e-15,6,10.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0006_U_neg4d000000_t_p0d500000.npz,0.5,0.0012221957788143278,1,400
2.0,3.0,1.3454642443979417,8,1.9999999999999998,1.5005421614004546,-4.0,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0006_U_neg4d000000_t_p0d500000_N10.npz,20,1.5019289500304995,1000,0.9,0.23798267857702274,20,4.4853010194856324e-14,6,50.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0006_U_neg4d000000_t_p0d500000.npz,0.5,0.0013867886300449328,1,2000
2.0000000000000004,3.0,1.7314738111594483,8,2.000000000000001,0.4680863327306584,-2.0,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0007_U_neg2d000000_t_p0d500000_N10.npz,20,0.46996229524370886,40,0.9,0.0028872917702293505,21,6.8833827526759706e-15,7,2.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0007_U_neg2d000000_t_p0d500000.npz,0.5,0.0018759625130504443,1,80
2.0000000000000004,3.0,1.7314738111594483,8,2.000000000000001,1.1105820194100944,-2.0,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0007_U_neg2d000000_t_p0d500000_N10.npz,20,1.1121977148918951,200,0.9,0.022049506933242827,22,2.708944180085382e-14,7,10.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0007_U_neg2d000000_t_p0d500000.npz,0.5,0.0016156954818007385,1,400
2.0000000000000004,3.0,1.7314738111594483,8,2.000000000000001,1.90496421958634,-2.0,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0007_U_neg2d000000_t_p0d500000_N10.npz,20,1.9066324676154536,1000,0.9,0.5244436149809191,23,1.3877787807814457e-13,7,50.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0007_U_neg2d000000_t_p0d500000.npz,0.5,0.0016682480291134727,1,2000
2.0000000000000004,3.0,1.9999999999999751,8,2.0,0.7685290099971526,0.0,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0008_U_p0d000000_t_p0d500000_N10.npz,10,0.7710861069400253,40,0.9,0.003051376240346773,24,4.218847493575595e-15,8,2.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0008_U_p0d000000_t_p0d500000.npz,0.5,0.002557096942872761,1,80
2.0000000000000004,3.0,1.9999999999999751,8,2.0,1.2729134054578748,0.0,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0008_U_p0d000000_t_p0d500000_N10.npz,10,1.2749191476299229,200,0.9,0.018646441241420855,25,4.884981308350689e-15,8,10.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0008_U_p0d000000_t_p0d500000.npz,0.5,0.002005742172048075,1,400
2.0000000000000004,3.0,1.9999999999999751,8,2.0,1.9868890318469925,0.0,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0008_U_p0d000000_t_p0d500000_N10.npz,10,1.9888614971022873,1000,0.9,0.8906416917845853,26,1.8540724511240114e-14,8,50.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0008_U_p0d000000_t_p0d500000.npz,0.5,0.0019724652552948196,1,2000
2.0,3.0,1.7314738111594101,8,1.9999999999999998,0.5274504288573244,2.0,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0009_U_p2d000000_t_p0d500000_N10.npz,10,0.5297448659426838,40,0.9,0.006748020376630887,27,6.217248937900877e-15,9,2.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0009_U_p2d000000_t_p0d500000.npz,0.5,0.0022944370853593687,1,80
2.0,3.0,1.7314738111594101,8,1.9999999999999998,1.7899445645117773,2.0,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0009_U_p2d000000_t_p0d500000_N10.npz,10,1.7921725934070447,200,0.9,0.4368654890026253,28,2.4202861936828413e-14,9,10.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0009_U_p2d000000_t_p0d500000.npz,0.5,0.0022280288952674088,1,400
2.0,3.0,1.7314738111594101,8,1.9999999999999998,2.0140318319954122,2.0,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0009_U_p2d000000_t_p0d500000_N10.npz,10,2.0161746409046635,1000,0.9,0.9913572201321283,29,1.3655743202889425e-13,9,50.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0009_U_p2d000000_t_p0d500000.npz,0.5,0.002142808909251226,1,2000
2.0000000000000004,3.0,1.3454642443980793,8,2.0,0.2579598460518457,4.0,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0010_U_p4d000000_t_p0d500000_N10.npz,10,0.25963635770871485,40,0.9,0.04081214463608437,30,1.9984014443252818e-15,10,2.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0010_U_p4d000000_t_p0d500000.npz,0.5,0.0016765116568691618,1,80
2.0000000000000004,3.0,1.3454642443980793,8,2.0,1.9711364004366523,4.0,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0010_U_p4d000000_t_p0d500000_N10.npz,10,1.9731591955115513,200,0.9,0.847729442789501,31,5.551115123125783e-15,10,10.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0010_U_p4d000000_t_p0d500000.npz,0.5,0.0020227950748989976,1,400
2.0000000000000004,3.0,1.3454642443980793,8,2.0,2.005365758026785,4.0,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0010_U_p4d000000_t_p0d500000_N10.npz,10,2.007477819630897,1000,0.9,0.9992356334223362,32,9.547918011776346e-15,10,50.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0010_U_p4d000000_t_p0d500000.npz,0.5,0.0021120616041119256,1,2000
2.0000000000000004,3.0,1.301995739847511,8,2.0,0.23349761163872856,4.25,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0011_U_p4d250000_t_p0d500000_N10.npz,10,0.2350793184463988,40,0.9,0.035555634092138445,33,3.9968028886505635e-15,11,2.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0011_U_p4d250000_t_p0d500000.npz,0.5,0.0015817068076702245,1,80
2.0000000000000004,3.0,1.301995739847511,8,2.0,1.9445282216447777,4.25,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0011_U_p4d250000_t_p0d500000_N10.npz,10,1.9464916462563688,200,0.9,0.7988182546789795,34,2.1316282072803006e-14,11,10.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0011_U_p4d250000_t_p0d500000.npz,0.5,0.001963424611591158,1,400
2.0000000000000004,3.0,1.301995739847511,8,2.0,2.007274787592856,4.25,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0011_U_p4d250000_t_p0d500000_N10.npz,10,2.0093589153619846,1000,0.9,0.9992763530000511,35,1.2223555501122974e-13,11,50.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0011_U_p4d250000_t_p0d500000.npz,0.5,0.0020841277691285853,1,2000
1.9999999999999998,3.0,1.2602868616614948,8,2.0,0.21131710755597563,4.5,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0012_U_p4d500000_t_p0d500000_N10.npz,10,0.21280073382318873,40,0.9,0.030380323527250137,36,8.659739592076221e-15,12,2.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0012_U_p4d500000_t_p0d500000.npz,0.5,0.0014836262672131006,1,80
1.9999999999999998,3.0,1.2602868616614948,8,2.0,1.864211438185457,4.5,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0012_U_p4d500000_t_p0d500000_N10.npz,10,1.866042648349821,200,0.9,0.6386216534934567,37,3.985700658404312e-14,12,10.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0012_U_p4d500000_t_p0d500000.npz,0.5,0.0018312101643638279,1,400
1.9999999999999998,3.0,1.2602868616614948,8,2.0,2.00897900617852,4.5,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0012_U_p4d500000_t_p0d500000_N10.npz,10,2.0110357907384806,1000,0.9,0.9992605019164372,38,2.1238566461079245e-13,12,50.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0012_U_p4d500000_t_p0d500000.npz,0.5,0.0020567845599606116,1,2000
2.0,3.0,1.2203541119685788,8,2.0,0.19191512981098427,4.75,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0013_U_p4d750000_t_p0d500000_N10.npz,10,0.19329935652999594,40,0.9,0.027317693684084092,39,6.439293542825908e-15,13,2.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0013_U_p4d750000_t_p0d500000.npz,0.5,0.001384226719011672,1,80
2.0,3.0,1.2203541119685788,8,2.0,1.7109187636249128,4.75,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0013_U_p4d750000_t_p0d500000_N10.npz,10,1.7125263385137466,200,0.9,0.3908994286334026,40,2.886579864025407e-14,13,10.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0013_U_p4d750000_t_p0d500000.npz,0.5,0.0016075748888337849,1,400
2.0,3.0,1.2203541119685788,8,2.0,2.012536584549241,4.75,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0013_U_p4d750000_t_p0d500000_N10.npz,10,2.014558274584138,1000,0.9,0.9975223192204291,41,1.3677947663381929e-13,13,50.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0013_U_p4d750000_t_p0d500000.npz,0.5,0.002021690034897272,1,2000
1.9999999999999998,3.0,1.1821833049287251,8,1.9999999999999998,0.17589175972865292,5.0,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0014_U_p5d000000_t_p0d500000_N10.npz,10,0.17717747794634345,40,0.9,0.026697556018499092,42,8.659739592076221e-15,14,2.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0014_U_p5d000000_t_p0d500000.npz,0.5,0.0012857182176905235,1,80
1.9999999999999998,3.0,1.1821833049287251,8,1.9999999999999998,1.4931392228464135,5.0,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0014_U_p5d000000_t_p0d500000_N10.npz,10,1.4944643615757511,200,0.9,0.16608614783342093,43,4.2521541843143495e-14,14,10.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0014_U_p5d000000_t_p0d500000.npz,0.5,0.0013251387293375938,1,400
1.9999999999999998,3.0,1.1821833049287251,8,1.9999999999999998,2.01350949100225,5.0,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0014_U_p5d000000_t_p0d500000_N10.npz,10,2.0154888013073267,1000,0.9,0.987352466520795,44,2.1715962361668062e-13,14,50.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0014_U_p5d000000_t_p0d500000.npz,0.5,0.001979310305076698,1,2000
2.0000000000000004,3.0,1.0887433678614773,8,2.0,0.16383907263035288,5.25,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0015_U_p5d250000_t_p0d500000_N10.npz,20,0.1650292269553716,40,0.9,0.02750235212721328,45,8.104628079763643e-15,15,2.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0015_U_p5d250000_t_p0d500000.npz,0.5,0.0011901543250187052,1,80
2.0000000000000004,3.0,1.0887433678614773,8,2.0,1.270140433461662,5.25,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0015_U_p5d250000_t_p0d500000_N10.npz,20,1.2712253379238594,200,0.9,0.04841691510693791,46,4.285460875053104e-14,15,10.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0015_U_p5d250000_t_p0d500000.npz,0.5,0.0010849044621974446,1,400
2.0000000000000004,3.0,1.0887433678614773,8,2.0,1.9931125089279684,5.25,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0015_U_p5d250000_t_p0d500000_N10.npz,20,1.9950273398574017,1000,0.9,0.9486088399830828,47,2.3014923300479495e-13,15,50.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0015_U_p5d250000_t_p0d500000.npz,0.5,0.001914830929433231,1,2000
2.0,3.0,0.8776266220109221,8,1.9999999999999996,0.15621184138065947,5.5,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0016_U_p5d500000_t_p0d500000_N10.npz,20,0.1573108689159603,40,0.9,0.02826566564307892,48,7.549516567451064e-15,16,2.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0016_U_p5d500000_t_p0d500000.npz,0.5,0.0010990275353008339,1,80
2.0,3.0,0.8776266220109221,8,1.9999999999999996,1.0906661313030774,5.5,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0016_U_p5d500000_t_p0d500000_N10.npz,20,1.0915777616670235,200,0.9,0.015402072501226481,49,3.530509218307998e-14,16,10.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0016_U_p5d500000_t_p0d500000.npz,0.5,0.0009116303639460366,1,400
2.0,3.0,0.8776266220109221,8,1.9999999999999996,1.8725111447691871,5.5,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0016_U_p5d500000_t_p0d500000_N10.npz,20,1.8743011919953765,1000,0.9,0.6986632169320317,50,1.5920598173124745e-13,16,50.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0016_U_p5d500000_t_p0d500000.npz,0.5,0.0017900472261893619,1,2000
2.0,3.0,0.6702837360096332,8,2.0,0.1532062425674673,5.75,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0017_U_p5d750000_t_p0d500000_N10.npz,20,0.1542192079631669,40,0.9,0.0280180606125556,51,1.2212453270876722e-15,17,2.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0017_U_p5d750000_t_p0d500000.npz,0.5,0.0010129653956996165,1,80
2.0,3.0,0.6702837360096332,8,2.0,0.9489827279425498,5.75,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0017_U_p5d750000_t_p0d500000_N10.npz,20,0.9497482128003785,200,0.9,0.01002113104087589,52,2.4424906541753444e-15,17,10.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0017_U_p5d750000_t_p0d500000.npz,0.5,0.0007654848578286799,1,400
2.0,3.0,0.6702837360096332,8,2.0,1.6606059694773563,5.75,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0017_U_p5d750000_t_p0d500000_N10.npz,20,1.6621499099095158,1000,0.9,0.4376055967655709,53,4.884981308350689e-15,17,50.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0017_U_p5d750000_t_p0d500000.npz,0.5,0.0015439404321595518,1,2000
1.9999999999999998,3.0,0.629372548852579,8,2.0,0.1531532041133468,5.8,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0018_U_p5d800000_t_p0d500000_N10.npz,20,0.15414955013233755,40,0.9,0.027831658804137824,54,6.106226635438361e-15,18,2.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0018_U_p5d800000_t_p0d500000.npz,0.5,0.0009963460189907625,1,80
1.9999999999999998,3.0,0.629372548852579,8,2.0,0.9231835807121037,5.8,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0018_U_p5d800000_t_p0d500000_N10.npz,20,0.9239219865444723,200,0.9,0.009535894502087775,55,3.3861802251067274e-14,18,10.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0018_U_p5d800000_t_p0d500000.npz,0.5,0.000738405832368616,1,400
1.9999999999999998,3.0,0.629372548852579,8,2.0,1.6264626344446074,5.8,0.005,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0018_U_p5d800000_t_p0d500000_N10.npz,20,1.6279636060801264,1000,0.9,0.46230056493504906,56,1.8685053504441385e-13,18,50.0,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/static/static_0018_U_p5d800000_t_p0d500000.npz,0.5,0.0015009716355189884,1,2000
